,id,Name,Full_Address,Street_Address,City,State,Zip,Plus_Code,Website,Phone,Email,Lat,Lng,Virtual_Tour,Claimed,Category,Rating,Reviews,Amenities,Photos,Main_Image_URL,Sub_Title,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,URL,unique ID
bs2,207,The Cowshed,"44-46 Whiteladies Rd, Bristol BS8 2NH",,44-46 Whiteladies Rd,Bristol,BS8 2NH,F97R+77 Bristol,cowshedrestaurants.com,0117 973 3550,info@thecowshedbristol.com,51.4632186,-2.6093125,No,Yes,Steak house,4.3,529 reviews,,201+ Photos,https://lh5.googleusercontent.com/p/AF1QipOmUIAVzxSmtSxmJBEoQiF0V4d0-v4VzQiTsGTM=w408-h306-k-no,,"8–11:30am, 12–3pm, 6–10pm","8–11:30am, 12–3pm, 6–10pm","8–11:30am, 12–3pm, 6–10pm","8–11:30am, 12–3pm, 6–10pm","8–11:30am, 12–3pm, 6–10:30pm","8–11:30am, 12–3pm, 6–10:30pm","8–11am, 12–5pm, 6:30–8:30pm","https://www.google.com/maps/place/The+Cowshed/@51.4632186,-2.6180672,15z/data=!4m9!1m3!2m2!1sbs2+restaurants!6e5!3m4!1s0x48718dc2c8d64235:0x170f45149824bcb9!8m2!3d51.4632186!4d-2.6093125?hl=en",The Cowshed51.4632186-2.6093125
bs2,206,Pitcher & Piano,"V Shed, Canon's Rd, Bristol BS1 5UH",V Shed,Canon's Rd,Bristol,BS1 5UH,FC22+2G Bristol,pitcherandpiano.com,0117 929 9652,"birmingham@pitcherandpiano.com,brighton@pitcherandpiano.com,bristol@pitcherandpiano.com,derby@pitcherandpiano.com,harrogate@pitcherandpiano.com,hitchin@pitcherandpiano.com,cornhill@pitcherandpiano.com,richmond@pitcherandpiano.com,newcastle@pitcherandpiano.com,nottingham@pitcherandpiano.com,reading@pitcherandpiano.com,sheffield@pitcherandpiano.com,southampton@pitcherandpiano.com,swansea@pitcherandpiano.com,taunton@pitcherandpiano.com,tunbridgewells@pitcherandpiano.com,winchester@pitcherandpiano.com,york@pitcherandpiano.com,joinus@pitcherandpiano.com",51.4500635,-2.5986371,No,Yes,Pub,3.8,"1,009 reviews",,403+ Photos,https://lh5.googleusercontent.com/p/AF1QipMA77E5UhaQGvCwP3_AIkqlUbR_VXiut3nywVSc=w408-h306-k-no,,11am–11pm,11am–11pm,11am–11pm,11am–12am,10am–1am,10am–1am,10am–11pm,"https://www.google.com/maps/place/Pitcher+%26+Piano/@51.4561479,-2.5811698,15z/data=!4m9!1m3!2m2!1sbs2+restaurants!6e5!3m4!1s0x48718dd66028c981:0x3e37297f6ca3ad12!8m2!3d51.4500635!4d-2.5986371?hl=en",Pitcher & Piano51.4500635-2.5986371
bs2,205,Hillgrove Porter Stores,"53 Hillgrove St N, Bristol BS2 8LT",,53 Hillgrove St N,Bristol,BS2 8LT,FC74+6X Bristol,dawkins-taverns.co.uk,0117 924 9818,,51.4630573,-2.5926117,Yes,Yes,Pub,4.6,254 reviews,,69+ Photos,https://lh5.googleusercontent.com/p/AF1QipNMviMcD0JXnyxvuF_SMdSZCQ4Nt5dV-DXaDb5F=w408-h308-k-no,,4pm–12am,4pm–12am,4pm–12am,4pm–12am,4pm–1am,2pm–1am,2pm–12am,"https://www.google.com/maps/place/Hillgrove+Porter+Stores/@51.4561479,-2.5811698,15z/data=!4m9!1m3!2m2!1sbs2+restaurants!6e5!3m4!1s0x48718e74f9924b8d:0x2447362471bb30af!8m2!3d51.4630573!4d-2.5926117?hl=en",Hillgrove Porter Stores51.4630573-2.5926117
bs2,204,The Hole in the Wall,"2 The Grove, Queens Square, Bristol BS1 4QZ",2 The Grove,Queens Square,Bristol,BS1 4QZ,CCX4+QM Bristol,theholeinthewallbristol.co.uk,0117 926 5967,enquiry@theholeinthewallbristol.co.uk,51.4494832,-2.5933542,No,Yes,Gastropub,3.9,709 reviews,,205+ Photos,https://lh5.googleusercontent.com/p/AF1QipOZktA-ZDz_ZqJA7pcmVQwPa5Idh4TGPVm5J4mC=w408-h306-k-no,,11am–11pm,11am–11pm,11am–11pm,11am–11pm,11am–12am,11am–12am,11am–10pm,"https://www.google.com/maps/place/The+Hole+in+the+Wall/@51.4561479,-2.5811698,15z/data=!4m9!1m3!2m2!1sbs2+restaurants!6e5!3m4!1s0x48718efb4a58ff2d:0x9878b1a6021125e5!8m2!3d51.4494832!4d-2.5933542?hl=en",The Hole in the Wall51.4494832-2.5933542
bs2,203,No. 10 Restaurant,Bristol BS5 9JA,,Bristol BS5 9JA,Bristol,BS5 9JA,FC5P+4G Bristol,,,,51.4578086,-2.5636616,No,No,Restaurant,,,,,//geo0.ggpht.com/cbk?panoid=MZ2hQyf39ra21fr0FouMjA&output=thumbnail&cb_client=search.TACTILE.gps&thumb=2&w=408&h=200&yaw=132.54922&pitch=0&thumbfov=100,,,,,,,,,"https://www.google.com/maps/place/No.+10+Restaurant/@51.4561479,-2.5811698,15z/data=!4m9!1m3!2m2!1sbs2+restaurants!6e5!3m4!1s0x48718e44f4a9c3d3:0xbdea84f6c7d3118f!8m2!3d51.4578086!4d-2.5636616?hl=en",No. 10 Restaurant51.4578086-2.5636616
bs2,201,Panda Chinese Takeaway,"135 Church Rd, Bristol BS5 9JR",,135 Church Rd,Bristol,BS5 9JR,FC5R+CH Bristol,pandabristol.co.uk,0117 941 1996,cangluo@live.co.uk,51.4586181,-2.5585592,No,Yes,Chinese Takeaway,3.4,59 reviews,,6 Photos,https://lh5.googleusercontent.com/p/AF1QipP1bkVd43jViRNcR76IU6PHF-vfS20hKKNWOpUa=w408-h544-k-no,,5:30–11:30pm,5:30–11:30pm,5:30–11:30pm,5:30–11:30pm,5:30pm–12am,5:30pm–12am,6–11:30pm,"https://www.google.com/maps/place/Panda+Chinese+Takeaway/@51.4561479,-2.5811698,15z/data=!4m9!1m3!2m2!1sbs2+restaurants!6e5!3m4!1s0x48718e4f7e02e5f9:0xb675dd5dd69afca3!8m2!3d51.4586181!4d-2.5585592?hl=en",Panda Chinese Takeaway51.4586181-2.5585592
bs2,199,Steam,"Clifton Down Station, Whiteladies Rd, Bristol BS8 2PN",Clifton Down Station,Whiteladies Rd,Bristol,BS8 2PN,F97Q+RF Bristol,steambristol.co.uk,0117 317 9200,info@steambristol.co.uk,51.4645838,-2.6113075,Yes,Yes,Pub,4.2,303 reviews,,84+ Photos,https://lh5.googleusercontent.com/p/AF1QipMjJ1dMHGIhvO_tSi2CDIwFkbERrqU8Tr5WYDKJ=w408-h306-k-no,,12–11pm,12–11pm,12–11pm,12–11pm,12pm–12am,12pm–12am,12–10:30pm,"https://www.google.com/maps/place/Steam/@51.4645838,-2.6200622,15z/data=!4m9!1m3!2m2!1sbs2+restaurants!6e5!3m4!1s0x48718dc2a17d496d:0xd6de72e2f12a1480!8m2!3d51.4645838!4d-2.6113075?hl=en",Steam51.4645838-2.6113075
bs2,198,Grosvenor Casino Bristol,"266 Anchor Rd, Bristol BS1 5TT",,266 Anchor Rd,Bristol,BS1 5TT,F92W+7R Bristol,grosvenorcasinos.com,0117 929 2932,support@grosvenorcasinos.com,51.4506809,-2.6029109,Yes,Yes,Casino,4.1,176 reviews,,115+ Photos,https://lh5.googleusercontent.com/p/AF1QipPi1FROOdEy-KA9ZF2nb82Tsar68MBUUdJfJYLg=w600-h200-k-no,,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/place/Grosvenor+Casino+Bristol/@51.4561479,-2.5811698,15z/data=!4m9!1m3!2m2!1sbs2+restaurants!6e5!3m4!1s0x48718dd695e7260b:0xc937a9d0c29dc300!8m2!3d51.4506809!4d-2.6029109?hl=en",Grosvenor Casino Bristol51.4506809-2.6029109
bs2,197,Veeno,"1 Glass Wharf, Bristol BS2 0EL",,1 Glass Wharf,Bristol,BS2 0EL,FC29+MR Bristol,theveenocompany.com,0117 941 4181,info@theveenocompany.com,51.451732,-2.580378,No,Yes,Wine bar,4.3,124 reviews,,33 Photos,https://lh5.googleusercontent.com/p/AF1QipNXOvzrlOBqiYfA9a9DyoNGrGF0B8inBvIMJFGy=w408-h408-k-no,,12–10pm,12–10pm,12–10pm,12–10pm,12–11pm,3–10pm,Closed,"https://www.google.com/maps/place/Veeno/@51.4561479,-2.5811698,15z/data=!4m9!1m3!2m2!1sbs2+restaurants!6e5!3m4!1s0x48718e64e0f96615:0xe4744925c01aa603!8m2!3d51.451732!4d-2.580378?hl=en",Veeno51.451732-2.580378
bs2,196,Future Inns,"Bond St, Bristol BS1 3EN",,Bond St,Bristol,BS1 3EN,FC58+6H Bristol,futureinns.co.uk,0845 094 5588,reception.cardiff@futureinns.co.uk,51.4581194,-2.5835637,No,Yes,,4.2,736 reviews,"Free Wi-Fi, Air-conditioned",583+ Photos,//lh4.googleusercontent.com/proxy/pNj3Udia01yo-9BCkq_0sh8xWl_kaIOUaxPlrbLLP1YSdnewLu_3RrH7pf7BCM9Iaqi_01ZT2vmPFAHiJPQOecr6hxOhFv4kr5S3S245ama4-bc0IsOLqv-At0UoLqMnW--FHOtexIbj9Opza7WbO2yoUmPi_A=w408-h272-k-no,,,,,,,,,"https://www.google.com/maps/place/Future+Inns/@51.4561479,-2.5811698,15z/data=!4m9!1m3!2m2!1sbs2+restaurants!6e5!3m4!1s0x48718e6e2613671d:0x1facc551aa3b101a!8m2!3d51.4581194!4d-2.5835637?hl=en",Future Inns51.4581194-2.5835637
bs2,195,Boston Tea Party Stokes Croft,"156 Cheltenham Rd, Bristol BS6 5RL",,156 Cheltenham Rd,Bristol,BS6 5RL,FC85+7X Bristol,bostonteaparty.co.uk,0117 924 4565,"feedback@bostonteaparty.co.uk,barnstaplefeedbackgroup@bostonteaparty.co.uk,alfredstreetfeedback@bostonteaparty.co.uk,bathfeedback@bostonteaparty.co.uk,birminghamfeedback@bostonteaparty.co.uk,stokescroftfeedback@bostonteaparty.co.uk,cheswickfeedback@bostonteaparty.co.uk,cliftonfeedback@bostonteaparty.co.uk,gloucesterroadfeedback@bostonteaparty.co.uk,bristolfeedback@bostonteaparty.co.uk,whiteladiesfeedback@bostonteaparty.co.uk,cheltenhamfeedback@bostonteaparty.co.uk,chichesterfeedback@bostonteaparty.co.uk,edgbastonfeedback@bostonteaparty.co.uk,exeterfeedback@bostonteaparty.co.uk,Harbornefeedback@bostonteaparty.co.uk,honitonfeedback@bostonteaparty.co.uk,plymouthfeedback@bostonteaparty.co.uk,ringwoodfeedback@bostonteaparty.co.uk,solihullfeedback@bostonteaparty.co.uk,salisburyfeedback@bostonteaparty.co.uk,stratfordfeedback@bostonteaparty.co.uk,worcesterfeedback@bostonteaparty.co.uk",51.4657191,-2.5901146,No,Yes,Cafe,4.3,422 reviews,,227+ Photos,https://lh5.googleusercontent.com/p/AF1QipNtME9D194P2ykDl7LPOr0CUBMBJv6YkvPdT7WF=w408-h247-k-no,,7am–7pm,7am–7pm,7am–7pm,7am–7pm,7am–7pm,7am–7pm,8am–7pm,"https://www.google.com/maps/place/Boston+Tea+Party+Stokes+Croft/@51.4561479,-2.5811698,15z/data=!4m9!1m3!2m2!1sbs2+restaurants!6e5!3m4!1s0x48718e7352d9e31b:0xc1f4c154c58d6b4c!8m2!3d51.4657191!4d-2.5901146?hl=en",Boston Tea Party Stokes Croft51.4657191-2.5901146
bs2,194,Bristol Best Kebab,"233 Church Rd, Bristol BS5 9HL",,233 Church Rd,Bristol,BS5 9HL,FC5W+Q8 Bristol,bristolbestkebab.co.uk,0117 955 7444,"casework@ico.org.uk,privacy@orderyoyo.com",51.459484,-2.55414,No,Yes,Kebab Shop,3.9,42 reviews,,6 Photos,https://lh5.googleusercontent.com/p/AF1QipM-ZXx4FABQMKKQ5HszSFsvqGe4QsMwapiriB6J=w408-h725-k-no,,3pm–12am,3pm–12am,3pm–12am,3pm–12am,2pm–12:30am,2pm–12:30am,4:15pm–12:30am,"https://www.google.com/maps/place/Bristol+Best+Kebab/@51.4561479,-2.5811698,15z/data=!4m9!1m3!2m2!1sbs2+restaurants!6e5!3m4!1s0x48718e4e9692e941:0x75cb75ead44a90d0!8m2!3d51.459484!4d-2.55414?hl=en",Bristol Best Kebab51.459484-2.55414
bs2,192,The Colston Arms,"24 St Michael's Hill, Bristol BS2 8DX",,24 St Michael's Hill,Bristol,BS2 8DX,FC52+3J Bristol,colstonarms.co.uk,0117 925 4484,info@colstonarms.co.uk,51.4577317,-2.5983918,No,Yes,Pub,4.5,233 reviews,,69+ Photos,https://lh5.googleusercontent.com/p/AF1QipOtQdwxPtjtyyG-g1OW1VBHPkLAOXnobbmBkmrZ=w408-h253-k-no,,12–11pm,12–11pm,12–11pm,12–11pm,12pm–12am,12pm–12am,12–11pm,"https://www.google.com/maps/place/The+Colston+Arms/@51.4561479,-2.5811698,15z/data=!4m9!1m3!2m2!1sbs2+restaurants!6e5!3m4!1s0x48718dd8e2c43ebb:0x3ae3770ba8244fd!8m2!3d51.4577317!4d-2.5983918?hl=en",The Colston Arms51.4577317-2.5983918
bs2,191,Subway,"11-13 Queens Rd, Bristol BS8 1QE",,11-13 Queens Rd,Bristol,BS8 1QE,F94V+8W Bristol,subway.co.uk,0117 934 9070,,51.4558219,-2.6051406,No,Yes,Sandwich shop,3.9,66 reviews,,9 Photos,https://lh5.googleusercontent.com/p/AF1QipM2jQ9GRtqN4nzmpU4ITBiX6uYjqqF8X_O3w822=w408-h229-k-no,,7am–11pm,7am–11pm,7am–11pm,7am–11pm,7am–11pm,9am–4am,10am–9pm,"https://www.google.com/maps/place/Subway/@51.4558219,-2.6138953,15z/data=!4m9!1m3!2m2!1sbs2+restaurants!6e5!3m4!1s0x48718dda8a433431:0x7350489ffda70e28!8m2!3d51.4558219!4d-2.6051406?hl=en",Subway51.4558219-2.6051406
bs2,190,Yoyo Burger,"6 Byron Pl, Bristol BS8 1JT",,6 Byron Pl,Bristol,BS8 1JT,F94R+9X Bristol,yoyoburger.com,0117 930 4353,,51.4559333,-2.6075451,No,Yes,American restaurant,3.3,120 reviews,,23 Photos,https://lh5.googleusercontent.com/p/AF1QipMUeYdPSA_fq67TCWPuBnDTvwWfMBvSrQBJ2CGy=w408-h408-k-no,,4pm–4am,4pm–4am,4pm–4am,4pm–12am,12pm–4am,12pm–4am,12pm–4am,"https://www.google.com/maps/place/Yoyo+Burger/@51.4561479,-2.5811698,15z/data=!4m9!1m3!2m2!1sbs2+restaurants!6e5!3m4!1s0x48718ddac869dcdf:0x7092cc58008ce983!8m2!3d51.4559333!4d-2.6075451?hl=en",Yoyo Burger51.4559333-2.6075451
bs2,189,Browns Bristol,"38 Queens Rd, Bristol BS8 1RE",,38 Queens Rd,Bristol,BS8 1RE,F94V+GP Bristol,browns-restaurants.co.uk,0117 930 4777,,51.4562858,-2.6057468,Yes,Yes,Brasserie,3.9,522 reviews,,154+ Photos,https://lh5.googleusercontent.com/p/AF1QipPplJBkpKPogwazVWbfNrIe4JkPugZEpMygt57D=w408-h306-k-no,,9am–11pm,9am–11pm,9am–11pm,9am–11pm,9am–12am,9am–12am,9am–10pm,"https://www.google.com/maps/place/Browns+Bristol/@51.4562858,-2.6145015,15z/data=!4m9!1m3!2m2!1sbs2+restaurants!6e5!3m4!1s0x48718ddaee23e319:0xfb499553e3391d25!8m2!3d51.4562858!4d-2.6057468?hl=en",Browns Bristol51.4562858-2.6057468
bs2,188,Subway,"31 Union St, Bristol BS1 2DJ",,31 Union St,Bristol,BS1 2DJ,FC45+JF Bristol,subway.co.uk,0117 929 7920,,51.4566079,-2.5912894,No,Yes,Sandwich shop,4,162 reviews,,12 Photos,https://lh5.googleusercontent.com/p/AF1QipOBBNjjcRC1292xtHuw4OWMr9chYWtavYarA-s9=w408-h544-k-no,,7am–9pm,7am–9pm,7am–9pm,7am–9pm,7am–11pm,7:30am–11pm,9am–8pm,"https://www.google.com/maps/place/Subway/@51.4561479,-2.5811698,15z/data=!4m9!1m3!2m2!1sbs2+restaurants!6e5!3m4!1s0x48718e773deb5dd9:0x26b5c34fe706a83d!8m2!3d51.4566079!4d-2.5912894?hl=en",Subway51.4566079-2.5912894
bs2,187,Bento Boss,"1st floor, Unit 6 CLIFTON DOWN STATION, Whiteladies Rd, Bristol BS8 2PH","1st floor,  Unit 6 CLIFTON DOWN STATION",Whiteladies Rd,Bristol,BS8 2PH,F97Q+WW Bristol,bentoboss.co.uk,0117 973 6132,8b4e078a51d04e0e9efdf470027f0ec1@sentry.wixpress.com,51.4648703,-2.6102222,Yes,Yes,Restaurant,4.6,346 reviews,,213+ Photos,https://lh5.googleusercontent.com/p/AF1QipMyNcjWRIjdCMPKwLdPbRmRzU3VJcZXO2JjntO_=w408-h272-k-no,,Closed,12–10pm,12–10pm,12–10pm,12–10pm,12–10pm,12–10pm,"https://www.google.com/maps/place/Bento+Boss/@51.4561479,-2.5811698,15z/data=!4m9!1m3!2m2!1sbs2+restaurants!6e5!3m4!1s0x48718dc2a7328e97:0x6d21bf32f360afb8!8m2!3d51.4648703!4d-2.6102222?hl=en",Bento Boss51.4648703-2.6102222
bs2,186,Albion at Clifton,"Boyce's Ave, Clifton Village, Bristol BS8 4AA",Boyce's Ave,Clifton Village,Bristol,BS8 4AA,F93J+XR Bristol,thealbionclifton.co.uk,0117 973 3522,i@thealbionclifton.com,51.4549918,-2.6179165,No,Yes,Pub,4.2,325 reviews,,77+ Photos,https://lh5.googleusercontent.com/p/AF1QipMRh3VvXnGTICZpW4Gx6cgTvRloWmmlNzHTjS-p=w408-h229-k-no,,11:30am–11pm,11:30am–11pm,11:30am–11pm,11:30am–12am,11:30am–12am,11:30am–12am,12–11pm,"https://www.google.com/maps/place/Albion+at+Clifton/@51.4549918,-2.6266712,15z/data=!4m9!1m3!2m2!1sbs2+restaurants!6e5!3m4!1s0x48718dc7c3b2beef:0xb648bef07885b935!8m2!3d51.4549918!4d-2.6179165?hl=en",Albion at Clifton51.4549918-2.6179165
bs2,185,Loch Fyne Seafood & Grill Restaurant,"The Old Granary, 51 Queen Charlotte St, Bristol BS1 4HQ",The Old Granary,51 Queen Charlotte St,Bristol,BS1 4HQ,FC24+JR Bristol,lochfyneseafoodandgrill.co.uk,0117 930 7160,"pressoffice@greeneking.co.uk,PressOffice@greeneking.co.uk",51.4515394,-2.5928831,No,Yes,Seafood restaurant,4.1,379 reviews,,263+ Photos,https://lh5.googleusercontent.com/p/AF1QipO3ZwBvGc3vGeXbtSPCzsHDXqZ5ghogd042w0jT=w408-h544-k-no,,12–10pm,12–10pm,12–10pm,12–10pm,12–10:30pm,9am–10:30pm,9am–10pm,"https://www.google.com/maps/place/Loch+Fyne+Seafood+%26+Grill+Restaurant/@51.4561479,-2.5811698,15z/data=!4m9!1m3!2m2!1sbs2+restaurants!6e5!3m4!1s0x48718e78e53957ad:0x5e1d764d2e417fe!8m2!3d51.4515394!4d-2.5928831?hl=en",Loch Fyne Seafood & Grill Restaurant51.4515394-2.5928831
bs2,184,Pizza Express,"2-10 Regent St, Bristol BS8 4HG",,2-10 Regent St,Bristol,BS8 4HG,F93J+GV Bristol,pizzaexpress.com,0117 974 4259,,51.4538538,-2.6177616,No,Yes,Pizza restaurant,3.8,182 reviews,,49 Photos,https://lh5.googleusercontent.com/p/AF1QipOf5aq0VlbDZzT2xqymHbofF91zWZbYaMgt_YA6=w408-h272-k-no,,11:30am–11pm,11:30am–11pm,11:30am–11pm,11:30am–11pm,11:30am–11pm,11:30am–11pm,11:30am–10:30pm,"https://www.google.com/maps/place/Pizza+Express/@51.4538538,-2.6265163,15z/data=!4m9!1m3!2m2!1sbs2+restaurants!6e5!3m4!1s0x48718dc87b73f7c9:0x7cf7428f2d831183!8m2!3d51.4538538!4d-2.6177616?hl=en",Pizza Express51.4538538-2.6177616
bs2,183,The Ship Inn,"8 Lower Park Row, Bristol BS1 5BJ",,8 Lower Park Row,Bristol,BS1 5BJ,FC42+7F Bristol,facebook.com,0117 925 9459,,51.4557102,-2.59883,No,Yes,Gastropub,4,159 reviews,,57+ Photos,https://lh5.googleusercontent.com/p/AF1QipP4ZW9YHaE_w0LDhCB5FHC-i3zknyLAOkaR5SGW=w408-h228-k-no,,Closed,5–10pm,12–11pm,12–11pm,12–11pm,2–11pm,2–9pm,"https://www.google.com/maps/place/The+Ship+Inn/@51.4561479,-2.5811698,15z/data=!4m9!1m3!2m2!1sbs2+restaurants!6e5!3m4!1s0x48718dd8349a5c81:0x72499168045e453e!8m2!3d51.4557102!4d-2.59883?hl=en",The Ship Inn51.4557102-2.59883
bs2,182,The Spot Kitchen & Bar,"Bond St, Bristol BS1 3LE",,Bond St,Bristol,BS1 3LE,FC56+W9 Bristol,hibristolcity.co.uk,0117 924 5000,,51.4598289,-2.5890625,No,No,Restaurant,3.5,2 reviews,,4 Photos,https://lh5.googleusercontent.com/p/AF1QipOKrhP0VpG5a2E7fPeiQfXuMUSfO_Olp7I2vR6Y=w408-h725-k-no,,12–10pm,12–10pm,12–10pm,12–10pm,12–10pm,12–10pm,12–10pm,"https://www.google.com/maps/place/The+Spot+Kitchen+%26+Bar/@51.4561479,-2.5811698,15z/data=!4m9!1m3!2m2!1sbs2+restaurants!6e5!3m4!1s0x48718e716d002cd7:0x3088911f23b8612a!8m2!3d51.4598289!4d-2.5890625?hl=en",The Spot Kitchen & Bar51.4598289-2.5890625
bs2,181,Afendi Restaurant & Cafe,"217 Cheltenham Rd, Bristol BS6 5QP",,217 Cheltenham Rd,Bristol,BS6 5QP,FC94+QG Bristol,afendirestaurantandcafe.com,0117 924 8927,"info@afendirestaurantandcafe.com,afendi2016@gmail.com",51.4694977,-2.5936546,Yes,Yes,Lebanese restaurant,3.8,84 reviews,,52+ Photos,https://lh5.googleusercontent.com/p/AF1QipPllHGc50ofoHV6VyP2Lita7puOrzmXsk3-ftaC=w408-h272-k-no,,Closed,3–11pm,3–11pm,3–11pm,3–11pm,3–11pm,3–11pm,"https://www.google.com/maps/place/Afendi+Restaurant+%26+Cafe/@51.4694977,-2.6024093,15z/data=!4m9!1m3!2m2!1sbs2+restaurants!6e5!3m4!1s0x48718e0bc9724003:0xc3ab7e3af03bf7db!8m2!3d51.4694977!4d-2.5936546?hl=en",Afendi Restaurant & Cafe51.4694977-2.5936546
bs2,180,Subway,"47 Merchant St, Bristol BS1 3EE",,47 Merchant St,Bristol,BS1 3EE,FC56+57 Bristol,subway.com,0117 927 7620,"privacy@subway.com,privacyofficer@subway.com",51.4579847,-2.5893633,No,No,Sandwich shop,3.8,47 reviews,,2 Photos,https://lh5.googleusercontent.com/p/AF1QipPpXKWhVP_Ckrsv0hyqdlCSS9L_9f5CMHrhnjgc=w408-h544-k-no,,7am–7pm,7am–7pm,7am–7pm,7am–7pm,7am–7pm,8am–7pm,9am–5:30pm,"https://www.google.com/maps/place/Subway/@51.4561479,-2.5811698,15z/data=!4m9!1m3!2m2!1sbs2+restaurants!6e5!3m4!1s0x48718e712eddb771:0x29454cc486ee796b!8m2!3d51.4579847!4d-2.5893633?hl=en",Subway51.4579847-2.5893633
bs2,179,The Burger Joint,"83 Whiteladies Rd, Bristol BS8 2NT",,83 Whiteladies Rd,Bristol,BS8 2NT,F97R+7C Bristol,theburgerjoint.co.uk,0117 329 0887,"whiteladies@theburgerjoint.co.uk,northstreet@theburgerjoint.co.uk",51.4632484,-2.6089515,Yes,Yes,Hamburger restaurant,4.5,460 reviews,,178+ Photos,https://lh5.googleusercontent.com/p/AF1QipMcJrVGr5MafIS4dFUeAI9wi8iscPuu4w2Z9pB3=w408-h272-k-no,,12–10pm,12–10pm,12–10:30pm,12–10:30pm,12–11pm,12–11pm,12–10pm,"https://www.google.com/maps/place/The+Burger+Joint/@51.4632484,-2.6177062,15z/data=!4m9!1m3!2m2!1sbs2+restaurants!6e5!3m4!1s0x48718ddd41347821:0xd86099047ded2240!8m2!3d51.4632484!4d-2.6089515?hl=en",The Burger Joint51.4632484-2.6089515
bs2,178,The Coconut Tree,"237 -239 Cheltenham Rd, Bristol BS6 5QP",,237 -239 Cheltenham Rd,Bristol,BS6 5QP,FCC4+2C Bristol,thecoconut-tree.com,0117 924 0284,info@thecoconut-tree.com,51.4700638,-2.593895,No,Yes,Sri Lankan restaurant,4.2,142 reviews,,34 Photos,https://lh5.googleusercontent.com/p/AF1QipNwnCkRBvsoAdQoktNcrgi4OUfvmv06mV5Grf7n=w408-h272-k-no,,12am–11pm,12–11pm,12–11pm,12pm–12am,12pm–1am,12pm–1am,12–11pm,"https://www.google.com/maps/place/The+Coconut+Tree/@51.4561479,-2.5811698,15z/data=!4m9!1m3!2m2!1sbs2+restaurants!6e5!3m4!1s0x48718e0bd25c1397:0x64baa70f04895f13!8m2!3d51.4700638!4d-2.593895?hl=en",The Coconut Tree51.4700638-2.593895
bs2,177,The Farm,"Hopetoun Rd, Bristol BS2 9YL",,Hopetoun Rd,Bristol,BS2 9YL,FCFC+QQ Bristol,thefarmpub.co.uk,0117 944 2384,,51.4744677,-2.5780511,No,Yes,Pub,4.4,337 reviews,,60+ Photos,https://lh5.googleusercontent.com/p/AF1QipP5qXCoDEMiLcR_7M3-Xw7FKEfhSBizgGk1UeO_=w408-h544-k-no,,12pm–12am,12pm–12am,12pm–12am,12pm–1am,12pm–1am,12pm–12am,12–10:30pm,"https://www.google.com/maps/place/The+Farm/@51.4744677,-2.5868058,15z/data=!4m9!1m3!2m2!1sbs2+restaurants!6e5!3m4!1s0x48718e1722babf2b:0x179cef7783d12646!8m2!3d51.4744677!4d-2.5780511?hl=en",The Farm51.4744677-2.5780511
bs2,176,Slug & Lettuce Bristol City Centre,"26–28 St Nicholas St, Bristol BS1 1UB",,26–28 St Nicholas St,Bristol,BS1 1UB,FC34+H9 Bristol,slugandlettuce.co.uk,0117 952 9900,slugandlettuce.bath@stonegatepubs.com,51.4539429,-2.5941174,No,Yes,Cocktail bar,3.6,384 reviews,,116+ Photos,https://lh5.googleusercontent.com/p/AF1QipPyptETfFJXx1WDUcdFPrtNg37I5SboU5xf4k9S=w408-h330-k-no,,10am–11pm,10am–11pm,10am–11pm,10am–12am,10am–1am,10am–2am,10am–10:30pm,"https://www.google.com/maps/place/Slug+%26+Lettuce+Bristol+City+Centre/@51.4561479,-2.5811698,15z/data=!4m9!1m3!2m2!1sbs2+restaurants!6e5!3m4!1s0x48718e783bda35bb:0x62d783b2a08a0e11!8m2!3d51.4539429!4d-2.5941174?hl=en",Slug & Lettuce Bristol City Centre51.4539429-2.5941174
bs2,175,La Riva Italian Restaurant and Bar,"72 Park St, Bristol BS1 5JX",,72 Park St,Bristol,BS1 5JX,F94W+2M Bristol,,0117 929 3866,,51.4550775,-2.6033007,No,Yes,Italian restaurant,4.5,2 reviews,,,//geo2.ggpht.com/cbk?panoid=LA6AdOaofnLlLkIh78m_4g&output=thumbnail&cb_client=search.TACTILE.gps&thumb=2&w=408&h=200&yaw=57.358696&pitch=0&thumbfov=100,,,,,,,,,"https://www.google.com/maps/place/La+Riva+Italian+Restaurant+and+Bar/@51.4561479,-2.5811698,15z/data=!4m9!1m3!2m2!1sbs2+restaurants!6e5!3m4!1s0x48718dda0cf900cd:0x9042dbfb658c9f8a!8m2!3d51.4550775!4d-2.6033007?hl=en",La Riva Italian Restaurant and Bar51.4550775-2.6033007
