unique_key,gmap_category,Name,Full_Address,City,State,Zip,Plus_Code,Website,Phone,Email,Lat,Lng,Virtual_Tour,Claimed,Category,Rating,Reviews,Amenities,Photos,Main_Image_URL,Sub_Title,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,URL
The Old Inn Pub Clevedon51.4399333-2.8418514,hotel,The Old Inn Pub Clevedon,"9 Walton Rd, Clevedon BS21 6AE",9 Walton Rd,Clevedon,BS21 6AE,C5Q5+X7 Clevedon,oldinnclevedon.co.uk,01275 340440,info@oldinnclevedon.co.uk,51.4399333,-2.8418514,No,Yes,,4.4,164 reviews,"Child friendly, Bar",35 Photos,https://lh5.googleusercontent.com/p/AF1QipO98IuvmFQoBregg9ZCUWnALZA937DtfCuK0572=w408-h229-k-no,,,,,,,,,"https://www.google.com/maps/place/The+Old+Inn+Pub+Clevedon/@51.4399333,-2.9118892,12z/data=!4m14!1m6!2m5!1sbs20+hotels!5m2!5m1!1s2019-04-09!6e3!3m6!1s0x4871f0552d92a02f:0xa55a92de1039d8c4!5m1!1s2019-04-09!8m2!3d51.4399333!4d-2.8418514?hl=en"
Rooms at The Cellar51.4436077-2.8590194,hotel,Rooms at The Cellar,"51 Copse Rd, Clevedon BS21 7PQ",51 Copse Rd,Clevedon,BS21 7PQ,C4VR+C9 Clevedon,roomsatthecellar.co.uk,01275 340340,,51.4436077,-2.8590194,Yes,No,,4.8,4 reviews,"Free Wi-Fi, Free breakfast, Laundry service",23 Photos,https://lh5.googleusercontent.com/p/AF1QipMMRiIAN4odOCZEn6AdpKB022R9ALjKYk-A6Uyc=w408-h272-k-no,,,,,,,,,"https://www.google.com/maps/place/Rooms+at+The+Cellar/@51.5441495,-2.5098773,12z/data=!4m14!1m6!2m5!1sbs20+hotels!5m2!5m1!1s2019-04-09!6e3!3m6!1s0x4871f05bde2aef63:0xb45b10c02484d56c!5m1!1s2019-04-09!8m2!3d51.4436077!4d-2.8590194?hl=en"
The Moon & Sixpence51.4419719-2.8608689,hotel,The Moon & Sixpence,"15 The Beach, Clevedon BS21 7QU",15 The Beach,Clevedon,BS21 7QU,C4RQ+QM Clevedon,moonandsixpenceclevedon.co.uk,01275 872443,enquiries@moonandsixpenceclevedon.co.uk,51.4419719,-2.8608689,Yes,Yes,,4,292 reviews,,249+ Photos,https://lh5.googleusercontent.com/p/AF1QipN09DEjBxdCjnacI89i8cBUYK8fxX2WxVFGe7M_=w408-h306-k-no,,,,,,,,,"https://www.google.com/maps/place/The+Moon+%26+Sixpence/@51.4419719,-2.9309067,12z/data=!4m14!1m6!2m5!1sbs20+hotels!5m2!5m1!1s2019-04-09!6e3!3m6!1s0x4871f05ed04ed5ff:0xf4355d41fdf9f746!5m1!1s2019-04-09!8m2!3d51.4419719!4d-2.8608689?hl=en"
Walton Crescent51.3874857-2.6659509,hotel,Walton Crescent,"15 Walton Cres, Winford, Bristol BS40 8DD",Winford,Bristol,BS40 8DD,"98PM+XJ Winford, Bristol",walton-crescent.business.site,01275 217575,,51.3874857,-2.6659509,No,Yes,,4.6,11 reviews,"Child friendly, Bar",55+ Photos,https://lh5.googleusercontent.com/p/AF1QipMjosX_cySIVgIep37aJozTVHgPq72ibB52MtuO=w408-h272-k-no,,,,,,,,,"https://www.google.com/maps/place/Walton+Crescent/@51.3874857,-2.7359887,12z/data=!4m14!1m6!2m5!1sbs20+hotels!5m2!5m1!1s2019-04-09!6e3!3m6!1s0x48718b4254f5058f:0x2d6b1755f89fb42f!5m1!1s2019-04-09!8m2!3d51.3874857!4d-2.6659509?hl=en"
The Oaks51.383401-2.6645816,hotel,The Oaks,"1 The Oaks, Winford, Bristol BS40 8AE",Winford,Bristol,BS40 8AE,"98MP+95 Winford, Bristol",theoaksbandb.co.uk,01275 472123,bobpearce2013@gmail.com,51.383401,-2.6645816,No,Yes,,3.9,7 reviews,"Child friendly, Bar",30 Photos,//lh6.googleusercontent.com/proxy/0cpjuiYsBdwZRt8zVfc14ZwkgByRqu7M1b2sixT3d3kjQV4EmCzLDX22pokSdk-Kw1odBxWWrbZFC2LRx3N2zdQiWSgJV5Pf_lzve-uuigFLwONEnwqGroOCp6m1k5ujk7Wl45Fq9FIgRnRoOkK6dY7oPsrwBA=w408-h223-k-no,,,,,,,,,"https://www.google.com/maps/place/The+Oaks/@51.383401,-2.7346194,12z/data=!4m14!1m6!2m5!1sbs20+hotels!5m2!5m1!1s2019-04-09!6e3!3m6!1s0x48718b41bf5e9911:0x5eab7c11c9935e2e!5m1!1s2019-04-09!8m2!3d51.383401!4d-2.6645816?hl=en"
Walton Castle51.4517375-2.8423058,hotel,Walton Castle,"Castle Rd, Clevedon BS21 7AA",Castle Rd,Clevedon,BS21 7AA,F525+M3 Clevedon,waltoncastle.com,0800 014 6101,"enquiries@waltoncastle.com,margarita@waltoncastle.com",51.4517375,-2.8423058,No,Yes,,4.5,45 reviews,Child friendly,247+ Photos,https://lh5.googleusercontent.com/p/AF1QipMX4xmfUwxpzgCA_tKFAOOy-UZHa_tMswnPBZ9j=w408-h591-k-no,,,,,,,,,"https://www.google.com/maps/place/Walton+Castle/@51.4517375,-2.9123436,12z/data=!4m14!1m6!2m5!1sbs20+hotels!5m2!5m1!1s2019-04-09!6e3!3m6!1s0x4871f1b320affa81:0xfc9f42f400d671da!5m1!1s2019-04-09!8m2!3d51.4517375!4d-2.8423058?hl=en"
Highdale B & B51.4334133-2.7643423,hotel,Highdale B & B,"82 Silver St, Nailsea, Bristol BS48 2DS",Nailsea,Bristol,BS48 2DS,C6MP+97 Nailsea,highdalebb.co.uk,01275 858004,mail@highdalebb.co.uk,51.4334133,-2.7643423,No,Yes,,5,10 reviews,"Child friendly, Bar",2 Photos,https://lh5.googleusercontent.com/p/AF1QipObV1iCHrF0iyXhMrH8q1n4W7ZV9crJSbS21ukp=w408-h346-k-no,,,,,,,,,"https://www.google.com/maps/place/Highdale+B+%26+B/@51.5441495,-2.5098773,12z/data=!4m14!1m6!2m5!1sbs20+hotels!5m2!5m1!1s2019-04-09!6e3!3m6!1s0x4871f3b64526ef09:0x447594e021c7ef5a!5m1!1s2019-04-09!8m2!3d51.4334133!4d-2.7643423?hl=en"
Hollybank51.38429-2.812664,hotel,Hollybank,"1 Claverham Rd, Yatton, Bristol BS49 4JT",Yatton,Bristol,BS49 4JT,"95MP+PW Yatton, Bristol",hollybankbb.co.uk,01934 834967,info@hollybankbb.co.uk,51.38429,-2.812664,No,Yes,,5,21 reviews,"Free breakfast, Child friendly",112+ Photos,https://lh5.googleusercontent.com/p/AF1QipPXwDHsAwhqy8DTnGuN9aDq5dJGzdu6C0WPwAU1=w408-h306-k-no,,,,,,,,,"https://www.google.com/maps/place/Hollybank/@51.38429,-2.8827018,12z/data=!4m14!1m6!2m5!1sbs20+hotels!5m2!5m1!1s2019-04-09!6e3!3m6!1s0x4871f6c785f28a39:0x1db1345c83d2400e!5m1!1s2019-04-09!8m2!3d51.38429!4d-2.812664?hl=en"
Bridge Inn51.40078-2.840774,hotel,Bridge Inn,"N End Rd, Bristol BS49 4AU",N End Rd,Bristol,BS49 4AU,"C525+8M Kingston Bridge, Clevedon",hungryhorse.co.uk,01934 839100,824015a79ca041d1a7ac9131bd7ca325@sentry.io,51.40078,-2.840774,No,Yes,,3.7,595 reviews,Free Wi-Fi,263+ Photos,https://lh5.googleusercontent.com/p/AF1QipNZ9jVUAKbJF5sCq1oyniElWWazF8ybRTj6NLyA=w408-h229-k-no,,7am–11pm,7am–11pm,7am–11pm,7am–11pm,7am–11pm,7am–11pm,7am–11pm,"https://www.google.com/maps/place/Bridge+Inn/@51.40078,-2.9108118,12z/data=!4m14!1m6!2m5!1sbs20+hotels!5m2!5m1!1s2019-04-09!6e3!3m6!1s0x4871f0f9c93676dd:0x1f1cbac1d8d12d29!5m1!1s2019-04-09!8m2!3d51.40078!4d-2.840774?hl=en"
Taggart House51.457844-2.83124,hotel,Taggart House,"Taggart House, Walton street, Walton-in-Gordano, Clevedon BS21 7AP",Walton-in-Gordano,Clevedon,BS21 7AP,"F559+4G Walton-in-Gordano, Clevedon",taggarthouse.co.uk,01275 316970,"ralf.789@sky.com,rachel@taggarthouse.co.uk",51.457844,-2.83124,No,Yes,,5,9 reviews,Bar,56+ Photos,//lh4.googleusercontent.com/proxy/O3K2ezx7VRjJiWVgDkF9PG7_Cc0I1pT5GkK2lOrtbcJxTonZxin2cyF008NsBarPvj1GybfrFUVOI23oZIWBtb4bLoD3f43JiAoV1xdXDK5Q5acIZ2JTYu3ztnLrsV4kdFd842-IOhbgm5aKU6cAD4ejozQNdg=w408-h306-k-no,,,,,,,,,"https://www.google.com/maps/place/Taggart+House/@51.457844,-2.9012778,12z/data=!4m14!1m6!2m5!1sbs20+hotels!5m2!5m1!1s2019-04-09!6e3!3m6!1s0x4871f1b78639ae6d:0xd41a035e5160be66!5m1!1s2019-04-09!8m2!3d51.457844!4d-2.83124?hl=en"
The Airport Tavern51.3879423-2.7005445,hotel,The Airport Tavern,"Bridgwater Rd, Lulsgate, Bristol BS40 9XA",Lulsgate,Bristol,BS40 9XA,"97QX+5Q Lulsgate Bottom, Bristol",airporttavern.co.uk,01275 472217,info@airporttavern.co.uk,51.3879423,-2.7005445,No,No,,3.5,359 reviews,"Child friendly, Restaurant, Bar",70+ Photos,https://lh5.googleusercontent.com/p/AF1QipO8_XWSKS4ofgHXxwxcog2IrNdkLj2oFiO4ohCh=w408-h229-k-no,,,,,,,,,"https://www.google.com/maps/place/The+Airport+Tavern/@51.3879423,-2.7705823,12z/data=!4m14!1m6!2m5!1sbs20+hotels!5m2!5m1!1s2019-04-09!6e3!3m6!1s0x4871f4b072d9f9b7:0xa197a2d5d2dec37b!5m1!1s2019-04-09!8m2!3d51.3879423!4d-2.7005445?hl=en"
Westfield Lodge51.3863105-2.6968283,hotel,Westfield Lodge,"Felton Ln, Felton, Bristol BS40 9UP",Felton,Bristol,BS40 9UP,"98P3+G7 Felton, Bristol",westrooms.co.uk,01275 475338,bookings@westrooms.co.uk,51.3863105,-2.6968283,No,Yes,,4.3,76 reviews,"Free Wi-Fi, Free parking, Business centre",130+ Photos,//lh4.googleusercontent.com/proxy/vsONmwFfOrnOYq5d5N-rTlAbZIwoVRXDVGPXYBRslld14EAwf3v6pRfXgvO4ApUxmFJCAm8S3g0ztMZlMB8BqG5lv-haDHR8a70hg3viRhyh29BMPS2szjQ0rvR_7jFQEUiSSNdMBFp07YwKAc8_FrQmkMgcew=w408-h271-k-no,,,,,,,,,"https://www.google.com/maps/place/Westfield+Lodge/@51.3863105,-2.7668661,12z/data=!4m14!1m6!2m5!1sbs20+hotels!5m2!5m1!1s2019-04-09!6e3!3m6!1s0x4871f4b1036eaa0f:0x6d4c0fac9a0454a6!5m1!1s2019-04-09!8m2!3d51.3863105!4d-2.6968283?hl=en"
Forge Accommodation51.3872708-2.7003011,hotel,Forge Accommodation,"The Old Forge, Bridgwater Road, Felton, Bristol BS40 9UR",Felton,Bristol,BS40 9UR,"97PX+WV Lulsgate Bottom, Bristol",forgeaccommodation.co.uk,01275 472000,,51.3872708,-2.7003011,No,No,,3.6,186 reviews,"Free Wi-Fi, Free breakfast, Free parking",465+ Photos,//lh5.googleusercontent.com/proxy/CoFg7BFanHGxtwbczdwhvkgo7PFLKO7Yj2CjxQVC93YH2auc6Qo_53mqhmxw9GiRqXcgM6K4NtUUGFCbMv1ZLY6uoTSmkwZRTFKMSCtGJMXj1osNNBurQsSTfFBUiDE0NasxHBvzrKWkGV_T9nl_pl9wPFwamJs=w408-h272-k-no,,,,,,,,,"https://www.google.com/maps/place/Forge+Accommodation/@51.3872708,-2.7703389,12z/data=!4m14!1m6!2m5!1sbs20+hotels!5m2!5m1!1s2019-04-09!6e3!3m6!1s0x4871f4b0786419b1:0x43f648e2ce9e1eaf!5m1!1s2019-04-09!8m2!3d51.3872708!4d-2.7003011?hl=en"
Hathway House51.3870072-2.7006384,hotel,Hathway House,"2 School Ln, Felton, Bristol BS40 9US",Felton,Bristol,BS40 9US,"97PX+RP Lulsgate Bottom, Bristol",hathwayhouse.co.uk,01275 472332,,51.3870072,-2.7006384,No,No,,4.1,53 reviews,"Child friendly, Bar",73+ Photos,//lh5.googleusercontent.com/proxy/Zy0j7g5yrng5Vtssy-o1zuLGyHd8_pOagH9E8hvqohPMuaYLOnfUaFCAlOlARfpwg-IX1MR-WJi0AK30Qix-jYeaTbZhr3WfD8p8ffh2ztvNiog9Q-HS00CmDaAh-EP5JeqrQ90-kWq3Pxt6SAn8vhalBwv3hg=w408-h223-k-no,,,,,,,,,"https://www.google.com/maps/place/Hathway+House/@51.3870072,-2.7706762,12z/data=!4m14!1m6!2m5!1sbs20+hotels!5m2!5m1!1s2019-04-09!6e3!3m6!1s0x4871f4b08178edf5:0xe89dd642134f9354!5m1!1s2019-04-09!8m2!3d51.3870072!4d-2.7006384?hl=en"
George TeaRoom Felton51.3868847-2.6890282,hotel,George TeaRoom Felton,"Stanshalls Ln, Felton, Bristol BS40 9UL",Felton,Bristol,BS40 9UL,"98P6+Q9 Felton, Bristol",en-gb.facebook.com,01275 217440,,51.3868847,-2.6890282,Yes,No,,4.5,25 reviews,"Child friendly, Bar",74+ Photos,https://lh5.googleusercontent.com/p/AF1QipM2c-pYUg45MWcdqIE0KJ3A8jazNjYWgIUPywa6=w408-h200-k-no-pi-2.9338646-ya230.70001-ro-0-fo100,,11am–3pm,11am–3pm,11am–3pm,11am–3pm,11am–3pm,11am–3pm,11am–3pm,"https://www.google.com/maps/place/George+TeaRoom+Felton/@51.5441495,-2.5098773,12z/data=!4m14!1m6!2m5!1sbs20+hotels!5m2!5m1!1s2019-04-09!6e3!3m6!1s0x4871f4b32b5b66bf:0xcf2b54804a18e769!5m1!1s2019-04-09!8m2!3d51.3868847!4d-2.6890282?hl=en"
Fox and Goose Barrow Gurney51.399538-2.6743234,hotel,Fox and Goose Barrow Gurney,"Bridgwater Rd, Barrow Gurney, Bristol BS48 3SL",Barrow Gurney,Bristol,BS48 3SL,"98XG+R7 Barrow Gurney, Bristol",foxgoosepub.co.uk,01275 472202,foxandgoose.bristol@marstons.co.uk,51.399538,-2.6743234,No,Yes,,4,594 reviews,,238+ Photos,https://lh5.googleusercontent.com/p/AF1QipNaDisTnTlU9kficCyx6Shmzp-KKoLZ2cX-7Lh5=w408-h306-k-no,,11am–11pm,11am–11pm,11am–11pm,11am–11pm,11am–11pm,11am–11pm,11am–11pm,"https://www.google.com/maps/place/Fox+and+Goose+Barrow+Gurney/@51.399538,-2.7443612,12z/data=!4m14!1m6!2m5!1sbs20+hotels!5m2!5m1!1s2019-04-09!6e3!3m6!1s0x48718ca72ee3e70b:0xb49b72214294027c!5m1!1s2019-04-09!8m2!3d51.399538!4d-2.6743234?hl=en"
Star inn tickenham51.4430878-2.7727389,hotel,Star inn tickenham,"Clevedon Rd, Clevedon BS21 6SE",Clevedon Rd,Clevedon,BS21 6SE,C6VG+6W Nailsea,thestarinntickenham.com,01275 858836,,51.4430878,-2.7727389,No,Yes,,4.1,14 reviews,"Child friendly, Bar",,//geo3.ggpht.com/cbk?panoid=xHObtNeNhyl2VCmfk8S3uQ&output=thumbnail&cb_client=search.TACTILE.gps&thumb=2&w=408&h=200&yaw=28.687384&pitch=0&thumbfov=100,,,,,,,,,"https://www.google.com/maps/place/Star+inn+tickenham/@51.4430878,-2.8427767,12z/data=!4m14!1m6!2m5!1sbs20+hotels!5m2!5m1!1s2019-04-09!6e3!3m6!1s0x4871f23251de04cd:0xa694a8ab3d2f7207!5m1!1s2019-04-09!8m2!3d51.4430878!4d-2.7727389?hl=en"
Cavell House51.4402659-2.8580976,hotel,Cavell House,"1 Elton Rd, Clevedon BS21 7RA",1 Elton Rd,Clevedon,BS21 7RA,C4RR+4Q Clevedon,cavellhouse.com,01275 874477,"info@cavellhouse.com,inquiry@cavellhouse.com",51.4402659,-2.8580976,No,Yes,,3.4,28 reviews,"Free Wi-Fi, Child friendly, Bar",69+ Photos,//lh6.googleusercontent.com/proxy/MKS2WuTxAxYq0w35V-7juXl7_CyoxEidwRSPU7KwekrY7rueDQp5Zx_AYYVi6nU9V2S7xOp11OVFGyJ-bcrzphSAp55C7-TlnB_YSVP1aILAtlUepw4DP3l3w-gVt_vQ7bg5dwuTv7PEl9YSplV_mnkUkWhNlg=w408-h223-k-no,,,,,,,,,"https://www.google.com/maps/place/Cavell+House/@51.5441495,-2.5098773,12z/data=!4m14!1m6!2m5!1sbs20+hotels!5m2!5m1!1s2019-04-09!6e3!3m6!1s0x4871f058c497bae1:0x2dec13efb77ba12d!5m1!1s2019-04-09!8m2!3d51.4402659!4d-2.8580976?hl=en"
The Rising Sun51.4089815-2.7477012,hotel,The Rising Sun,"34 A370, Backwell, West Town, Bristol BS48 3HL",West Town,Bristol,BS48 3HL,"C752+HW West Town, Bristol",ohhpubs.co.uk,,"john@example.co.uk,kevin@minty-design.co.uk",51.4089815,-2.7477012,Yes,Yes,,4.4,195 reviews,,114+ Photos,//lh6.googleusercontent.com/proxy/Mxa9BS-1hS2hkA3ZzvdAmMoUQXnWlmnTUBlp51JD29EPLBe-6brX4JuuOwOG4edTvIwgnhfOfRlq79k_7aUzavOCP4b_zaZxf3yXmt629ZUir5h_gYvXJyNHMe0LZDFQaD_Qk_KVtf1i9a5uLLgPwx4Vt7lGE7U=w408-h269-k-no,,,,,,,,,"https://www.google.com/maps/place/The+Rising+Sun/@51.4089815,-2.817739,12z/data=!4m14!1m6!2m5!1sbs20+hotels!5m2!5m1!1s2019-04-09!6e3!3m6!1s0x4871f384cdd64f05:0xb9e7ea358b596529!5m1!1s2019-04-09!8m2!3d51.4089815!4d-2.7477012?hl=en"
Warrens Village51.4206649-2.8570835,hotel,Warrens Village,"Colehouse Ln, Kenn, Clevedon, Bristol BS21 6TQ",Clevedon,Bristol,BS21 6TQ,C4CV+75 Clevedon,warrensholidayvillage.com,01275 871666,,51.4206649,-2.8570835,No,Yes,,4.1,224 reviews,"Free Wi-Fi, Free parking, Laundry service",293+ Photos,https://lh5.googleusercontent.com/p/AF1QipMIBql71tqKaoo9XFxVOhsIzzDQcpAq873aKyQK=w451-h200-k-no,,,,,,,,,"https://www.google.com/maps/place/Warrens+Village/@51.4206649,-2.9271213,12z/data=!4m14!1m6!2m5!1sbs20+hotels!5m2!5m1!1s2019-04-09!6e3!3m6!1s0x4871f0e96600875d:0x4496a1228fe4c570!5m1!1s2019-04-09!8m2!3d51.4206649!4d-2.8570835?hl=en"
Backwell House51.4189874-2.7191461,hotel,Backwell House,"Farleigh Road, Backwell BS48 3QA",Farleigh Road,Backwell,BS48 3QA,"C79J+H8 Backwell, Bristol",backwellhouse.co.uk,01275 794502,enquiries@backwellhouse.co.uk,51.4189874,-2.7191461,Yes,Yes,,4.4,106 reviews,"Restaurant, Bar",254+ Photos,https://lh5.googleusercontent.com/p/AF1QipO-jLc_BdzfJmyACQ2ndpB0PFpG8N_O1scpwU6E=w408-h406-k-no,,,,,,,,,"https://www.google.com/maps/place/Backwell+House/@51.4189874,-2.7891839,12z/data=!4m14!1m6!2m5!1sbs20+hotels!5m2!5m1!1s2019-04-09!6e3!3m6!1s0x4871f36b1f6037c9:0x68da05c178e3f7d2!5m1!1s2019-04-09!8m2!3d51.4189874!4d-2.7191461?hl=en"
Gotha Villa B&B51.4867229-2.7760918,hotel,Gotha Villa B&B,"39 Nore Rd, Portishead BS20 6JY",39 Nore Rd,Portishead,BS20 6JY,F6PF+MH Portishead,gothavilla.co.uk,01275 843687,,51.4867229,-2.7760918,No,Yes,,4.5,2 reviews,"Child friendly, Bar",2 Photos,https://lh5.googleusercontent.com/p/AF1QipMF6wIs-715CNwdI8seil0l30I8rjH27193_mMV=w408-h306-k-no,,,,,,,,,"https://www.google.com/maps/place/Gotha+Villa+B%26B/@51.5438367,-2.7200109,10z/data=!4m13!1m5!2m4!1sbs20+hotels!5m2!5m1!1s2019-04-09!3m6!1s0x4871edf46e18b691:0x11bcc1d54363eee6!5m1!1s2019-04-09!8m2!3d51.4867229!4d-2.7760918?hl=en"
Liberty Suite Serviced Apartment51.4903839-2.7618194,hotel,Liberty Suite Serviced Apartment,"38 Watch House Pl, Portishead, Bristol BS20 7AU",Portishead,Bristol,BS20 7AU,F6RQ+57 Portishead,,0117 230 8886,,51.4903839,-2.7618194,No,Yes,,5,4 reviews,,23 Photos,https://lh5.googleusercontent.com/p/AF1QipM527CNduhgBX3w1Ci3LDY_IrmaIqHjcfrvc2tA=w408-h306-k-no,,,,,,,,,"https://www.google.com/maps/place/Liberty+Suite+Serviced+Apartment/@51.5438367,-2.7200109,10z/data=!4m13!1m5!2m4!1sbs20+hotels!5m2!5m1!1s2019-04-09!3m6!1s0x4871ed8f0a1ec335:0x9c3aa18ef9bd1e73!5m1!1s2019-04-09!8m2!3d51.4903839!4d-2.7618194?hl=en"
Hampton by Hilton Bristol Airport51.3873095-2.7138879,hotel,Hampton by Hilton Bristol Airport,"Bristol Airport, North Side Rd, Bristol BS48 3AQ",North Side Rd,Bristol,BS48 3AQ,"97PP+WC Downside, Bristol",hamptoninn3.hilton.com,01275 405966,,51.3873095,-2.7138879,No,Yes,,4.3,606 reviews,"Free Wi-Fi, Free breakfast, Paid parking, Air-conditioned, Laundry service",275+ Photos,https://lh5.googleusercontent.com/p/AF1QipNldKASGfneFlhbzPTiwhYL9CZpsXoRdalJi0uN=w408-h262-k-no,,,,,,,,,"https://www.google.com/maps/place/Hampton+by+Hilton+Bristol+Airport/@51.5438367,-2.7200109,10z/data=!4m13!1m5!2m4!1sbs20+hotels!5m2!5m1!1s2019-04-09!3m6!1s0x4871f497c6cd1191:0x63601fa55a79d622!5m1!1s2019-04-09!8m2!3d51.3873095!4d-2.7138879?hl=en"
Avon View Bed & Breakfast51.4859747-2.7750664,hotel,Avon View Bed & Breakfast,"45 West Hill, Portishead, Bristol BS20 6LG",Portishead,Bristol,BS20 6LG,F6PF+9X Portishead,avonview.co.uk,01275 842926,kate@avonview.co.uk,51.4859747,-2.7750664,No,No,,4.8,4 reviews,"Child friendly, Bar",,//geo3.ggpht.com/cbk?panoid=fpESK-DVatG2qbXn_tyWRg&output=thumbnail&cb_client=search.TACTILE.gps&thumb=2&w=408&h=200&yaw=98.889114&pitch=0&thumbfov=100,,,,,,,,,"https://www.google.com/maps/place/Avon+View+Bed+%26+Breakfast/@51.5438367,-2.7200109,10z/data=!4m13!1m5!2m4!1sbs20+hotels!5m2!5m1!1s2019-04-09!3m6!1s0x4871edf449266fd3:0xb3a4fbc27b60ccf3!5m1!1s2019-04-09!8m2!3d51.4859747!4d-2.7750664?hl=en"
Battleaxes at Wraxall51.440375-2.727209,hotel,Battleaxes at Wraxall,"Bristol Rd, Wraxall, Bristol BS48 1LQ",Wraxall,Bristol,BS48 1LQ,"C7RF+44 Wraxall, Bristol",flatcappers.co.uk,01275 857473,"thebattleaxes@flatcappers.co.uk,weddings@thebattleaxes.co.uk",51.440375,-2.727209,No,Yes,,4.2,234 reviews,"Child friendly, Bar",159+ Photos,https://lh5.googleusercontent.com/p/AF1QipO_OWvcSN-v01nWH5wXTzzD0FpyodzhkA3TmMqB=w408-h271-k-no,,8am–11pm,8am–11pm,8am–11pm,8am–11pm,8am–11pm,8am–11pm,8am–10:30pm,"https://www.google.com/maps/place/Battleaxes+at+Wraxall/@51.5438367,-2.7200109,10z/data=!4m13!1m5!2m4!1sbs20+hotels!5m2!5m1!1s2019-04-09!3m6!1s0x4871f31da6b2a1c9:0xc89a0f85850e9ae8!5m1!1s2019-04-09!8m2!3d51.440375!4d-2.727209?hl=en"
Rooms@VENGA51.4849257-2.7687697,hotel,Rooms@VENGA,"24 High St, Portishead, Bristol BS20 6EN",Portishead,Bristol,BS20 6EN,F6MJ+XF Portishead,vengauk.co.uk,01275 814391,Vengapottis@gmail.com,51.4849257,-2.7687697,No,Yes,,4,17 reviews,"Restaurant, Bar",17 Photos,https://lh5.googleusercontent.com/p/AF1QipNmqcHb_9vjyRoD-m7H33kwjjDC285oNz9SjOuW=w408-h544-k-no,,,,,,,,,"https://www.google.com/maps/place/Rooms@VENGA/@51.5438367,-2.7200109,10z/data=!4m13!1m5!2m4!1sbs20+hotels!5m2!5m1!1s2019-04-09!3m6!1s0x4871ed8aff88693b:0x5098903c9f0747ff!5m1!1s2019-04-09!8m2!3d51.4849257!4d-2.7687697?hl=en"
Best Western Walton Park Hotel51.448513-2.855529,hotel,Best Western Walton Park Hotel,"Wellington Terrace, Clevedon BS21 7BL",Wellington Terrace,Clevedon,BS21 7BL,C4XV+CQ Clevedon,bestwestern.co.uk,01275 874253,"rewards@bestwestern.co.uk,u003erewards@bestwestern.co.uk",51.448513,-2.855529,No,Yes,,3.9,385 reviews,"Laundry service, Pet-friendly, Room service",579+ Photos,https://lh5.googleusercontent.com/p/AF1QipOXqkjZapWYMFrcQoiKwfv7j3QmZ5Q0RXvFh6OC=w408-h288-k-no,,,,,,,,,"https://www.google.com/maps/place/Best+Western+Walton+Park+Hotel/@51.5438367,-2.7200109,10z/data=!4m13!1m5!2m4!1sbs20+hotels!5m2!5m1!1s2019-04-09!3m6!1s0x48718db76c61e953:0x7db52080238145d0!5m1!1s2019-04-09!8m2!3d51.448513!4d-2.855529?hl=en"
The Poacher Portishead51.481965-2.7688369,hotel,The Poacher Portishead,"The Poacher, 106 High St, Portishead, Bristol BS20 6AJ",Portishead,Bristol,BS20 6AJ,F6JJ+QF Portishead,thepoacherportishead.co.uk,01275 818678,,51.481965,-2.7688369,No,Yes,,4.1,124 reviews,Free Wi-Fi,45 Photos,https://lh5.googleusercontent.com/p/AF1QipNCSKUFv69eirdonUUl0c9Akrs079DHu9B46FZn=w411-h200-k-no,,,,,,,,,"https://www.google.com/maps/place/The+Poacher+Portishead/@51.5438367,-2.7200109,10z/data=!4m13!1m5!2m4!1sbs20+hotels!5m2!5m1!1s2019-04-09!3m6!1s0x4871f2757c40675f:0x3b728bb504bb7ba7!5m1!1s2019-04-09!8m2!3d51.481965!4d-2.7688369?hl=en"
Travelodge Portishead51.4859884-2.7632882,hotel,Travelodge Portishead,"Harbour Rd, Portishead, Bristol BS20 7DE",Portishead,Bristol,BS20 7DE,F6PP+9M Portishead,travelodge.co.uk,0871 984 6491,"groupbookings@travelodge.co.uk,investors@travelodge.co.uk",51.4859884,-2.7632882,No,Yes,,4.3,274 reviews,"Paid Wi-Fi, Pet-friendly, Child friendly",81+ Photos,//lh6.googleusercontent.com/proxy/O0K9WmvdBcaZDJ4hERPC5mPe2QVo_zyDSB3JwB7lI2q6Rm11Q5kfLczjsLXui8syeR7OeUFFFJ1oYyBG08rZYAn3IcWyu1vo-B0SSxcKA3zqqjb55ZtkOumuyKm0t8aX9BuRzi0SQ12XAGhPiGmS0WbxMAZtcA=w408-h544-k-no,,,,,,,,,"https://www.google.com/maps/place/Travelodge+Portishead/@51.5438367,-2.7200109,10z/data=!4m13!1m5!2m4!1sbs20+hotels!5m2!5m1!1s2019-04-09!3m6!1s0x4871ed88fbea9755:0xf8195d24e814d71f!5m1!1s2019-04-09!8m2!3d51.4859884!4d-2.7632882?hl=en"
